scheduler,run,CPU Utilization (%),Thermal Hotspots,Avg Isolation Time (ms)
CFSScheduler,1,0.036875,39,71.84210526315789
CFSScheduler,2,0.041562499999999995,39,61.27272727272727
CFSScheduler,3,0.0396875,33,81.7741935483871
CFSScheduler,4,0.0384375,34,71.70370370370371
CFSScheduler,5,0.0378125,23,86.58064516129032
CFSScheduler,6,0.04,29,86.44444444444444
CFSScheduler,7,0.04,36,65.10714285714286
CFSScheduler,8,0.031875,26,96.4090909090909
CFSScheduler,9,0.0390625,40,71.9375
CFSScheduler,10,0.03625,38,78.82142857142857
CFSScheduler,11,0.0365625,34,70.7741935483871
CFSScheduler,12,0.044375000000000005,37,71.43478260869566
CFSScheduler,13,0.0390625,37,68.21212121212122
CFSScheduler,14,0.033437499999999995,18,87.6
CFSScheduler,15,0.03375,29,80.25
CFSScheduler,16,0.0365625,36,63.766666666666666
CFSScheduler,17,0.033437499999999995,29,79.46153846153847
CFSScheduler,18,0.0428125,31,96.42307692307692
CFSScheduler,19,0.030937500000000003,24,84.65384615384616
CFSScheduler,20,0.035625000000000004,25,70.53333333333333
CFSScheduler,21,0.0346875,26,57.65217391304348
CFSScheduler,22,0.03875,28,78.13333333333334
CFSScheduler,23,0.033125,25,104.78947368421052
CFSScheduler,24,0.0365625,43,83.53125
CFSScheduler,25,0.0403125,37,71.5
CFSScheduler,26,0.0403125,50,60.6551724137931
CFSScheduler,27,0.04125,40,89.38888888888889
CFSScheduler,28,0.0409375,37,92.53846153846153
CFSScheduler,29,0.04,39,85.33333333333333
CFSScheduler,30,0.0428125,37,88.66666666666667
PriorityScheduler,1,0.033437499999999995,21,88.2
PriorityScheduler,2,0.0390625,32,77.03448275862068
PriorityScheduler,3,0.0325,26,84.15789473684211
PriorityScheduler,4,0.0353125,34,79.24
PriorityScheduler,5,0.03875,36,86.86206896551724
PriorityScheduler,6,0.04125,38,88.91304347826087
PriorityScheduler,7,0.03875,29,83.8
PriorityScheduler,8,0.038125,24,91.91304347826087
PriorityScheduler,9,0.040625,39,78.89285714285714
PriorityScheduler,10,0.033125,30,61.63157894736842
PriorityScheduler,11,0.0446875,21,86.54285714285714
PriorityScheduler,12,0.03625,29,79.1
PriorityScheduler,13,0.033125,28,75.5
PriorityScheduler,14,0.0365625,30,69.82608695652173
PriorityScheduler,15,0.038125,34,74.57142857142857
PriorityScheduler,16,0.0315625,26,74.08333333333333
PriorityScheduler,17,0.03875,34,89.14285714285714
PriorityScheduler,18,0.036875,36,86.92
PriorityScheduler,19,0.04,42,80.32
PriorityScheduler,20,0.033125,29,73.53846153846153
PriorityScheduler,21,0.038125,33,98.76470588235294
PriorityScheduler,22,0.034999999999999996,36,72.48
PriorityScheduler,23,0.0396875,36,75.48
PriorityScheduler,24,0.045625,42,92.3157894736842
PriorityScheduler,25,0.0421875,49,92.0
PriorityScheduler,26,0.041875,41,88.125
PriorityScheduler,27,0.038125,34,77.72
PriorityScheduler,28,0.04,42,91.65384615384616
PriorityScheduler,29,0.0390625,36,64.41666666666667
PriorityScheduler,30,0.0359375,33,77.0909090909091
SingleACOScheduler,1,0.042499999999999996,5,72.39285714285714
SingleACOScheduler,2,0.0384375,5,81.6
SingleACOScheduler,3,0.0346875,0,86.7
SingleACOScheduler,4,0.035625000000000004,14,84.16666666666667
SingleACOScheduler,5,0.0378125,13,92.70370370370371
SingleACOScheduler,6,0.0365625,11,67.68181818181819
SingleACOScheduler,7,0.041875,0,69.84
SingleACOScheduler,8,0.037187500000000005,7,48.888888888888886
SingleACOScheduler,9,0.038125,5,76.57142857142857
SingleACOScheduler,10,0.037187500000000005,12,92.84
SingleACOScheduler,11,0.0390625,16,88.79310344827586
SingleACOScheduler,12,0.0353125,14,70.14814814814815
SingleACOScheduler,13,0.044375000000000005,7,73.84375
SingleACOScheduler,14,0.04,23,91.20833333333333
SingleACOScheduler,15,0.03375,4,61.5
SingleACOScheduler,16,0.050624999999999996,9,71.65789473684211
SingleACOScheduler,17,0.041875,12,92.0
SingleACOScheduler,18,0.034374999999999996,6,81.7
SingleACOScheduler,19,0.0409375,22,70.97142857142858
SingleACOScheduler,20,0.03875,10,89.9
SingleACOScheduler,21,0.04125,17,82.82142857142857
SingleACOScheduler,22,0.0340625,7,81.5
