scheduler,run,CPU Utilization (%),Thermal Hotspots,Avg Isolation Time (ms)
CFSScheduler,1,0.0378125,32,97.77272727272727
CFSScheduler,2,0.0409375,32,98.81818181818181
CFSScheduler,3,0.03,19,101.42105263157895
CFSScheduler,4,0.0328125,26,96.89655172413794
CFSScheduler,5,0.038125,26,98.08695652173913
CFSScheduler,6,0.0409375,44,91.14634146341463
CFSScheduler,7,0.0375,33,74.8974358974359
CFSScheduler,8,0.0375,38,92.38461538461539
CFSScheduler,9,0.03875,32,99.175
CFSScheduler,10,0.035625000000000004,25,84.8529411764706
CFSScheduler,11,0.04,27,99.16666666666667
CFSScheduler,12,0.0365625,25,94.43589743589743
CFSScheduler,13,0.040625,37,101.28125
CFSScheduler,14,0.0378125,40,97.05555555555556
CFSScheduler,15,0.046875,54,106.2156862745098
CFSScheduler,16,0.043750000000000004,47,117.75
CFSScheduler,17,0.045312500000000006,40,88.9090909090909
CFSScheduler,18,0.035625000000000004,35,78.58974358974359
CFSScheduler,19,0.0365625,40,98.26666666666667
CFSScheduler,20,0.034999999999999996,28,94.38775510204081
CFSScheduler,21,0.040625,33,105.07142857142857
CFSScheduler,22,0.0328125,24,83.76315789473684
CFSScheduler,23,0.03375,27,80.14583333333333
CFSScheduler,24,0.0346875,23,83.3170731707317
CFSScheduler,25,0.0409375,33,76.41463414634147
CFSScheduler,26,0.033125,28,76.89473684210526
CFSScheduler,27,0.036875,37,92.26
CFSScheduler,28,0.0409375,39,91.35555555555555
CFSScheduler,29,0.045312500000000006,43,80.0
CFSScheduler,30,0.042499999999999996,38,95.27906976744185
PriorityScheduler,1,0.0315625,38,95.06896551724138
PriorityScheduler,2,0.0365625,19,102.17021276595744
PriorityScheduler,3,0.037187500000000005,39,92.71428571428571
PriorityScheduler,4,0.031875,34,93.38636363636364
PriorityScheduler,5,0.03125,29,89.97560975609755
PriorityScheduler,6,0.0340625,41,100.84615384615384
PriorityScheduler,7,0.0375,29,97.9375
PriorityScheduler,8,0.045625,37,93.075
PriorityScheduler,9,0.034999999999999996,30,93.77777777777777
PriorityScheduler,10,0.0396875,41,106.0
PriorityScheduler,11,0.041875,45,84.28571428571429
PriorityScheduler,12,0.0346875,32,86.0
PriorityScheduler,13,0.03625,28,92.71428571428571
PriorityScheduler,14,0.036875,36,97.05555555555556
PriorityScheduler,15,0.04,41,98.84615384615384
PriorityScheduler,16,0.035625000000000004,30,92.72972972972973
PriorityScheduler,17,0.037187500000000005,25,84.11111111111111
PriorityScheduler,18,0.0375,33,93.10810810810811
PriorityScheduler,19,0.036875,35,104.35555555555555
PriorityScheduler,20,0.043750000000000004,45,96.64583333333333
PriorityScheduler,21,0.0375,26,106.02325581395348
PriorityScheduler,22,0.037187500000000005,34,91.22857142857143
PriorityScheduler,23,0.039375,37,88.92307692307692
PriorityScheduler,24,0.043125,49,102.25
PriorityScheduler,25,0.039375,26,82.93478260869566
PriorityScheduler,26,0.034999999999999996,28,77.54285714285714
PriorityScheduler,27,0.038125,39,97.78378378378379
PriorityScheduler,28,0.034374999999999996,37,72.90243902439025
PriorityScheduler,29,0.03875,40,109.97619047619048
PriorityScheduler,30,0.0321875,30,88.89473684210526
SingleACOScheduler,1,0.038125,2,103.66666666666667
SingleACOScheduler,2,0.03375,9,96.76923076923077
SingleACOScheduler,3,0.034999999999999996,1,80.9375
SingleACOScheduler,4,0.0346875,6,91.21428571428571
SingleACOScheduler,5,0.0446875,12,92.82926829268293
SingleACOScheduler,6,0.037187500000000005,2,92.3953488372093
SingleACOScheduler,7,0.03625,2,86.04255319148936
SingleACOScheduler,8,0.0315625,12,101.92105263157895
SingleACOScheduler,9,0.04,1,97.27777777777777
SingleACOScheduler,10,0.0434375,1,90.19565217391305
SingleACOScheduler,11,0.0390625,16,92.48648648648648
SingleACOScheduler,12,0.040625,0,111.0
SingleACOScheduler,13,0.033125,5,90.87878787878788
SingleACOScheduler,14,0.0375,9,96.5909090909091
SingleACOScheduler,15,0.0465625,15,106.14814814814815
SingleACOScheduler,16,0.034374999999999996,11,87.02857142857142
SingleACOScheduler,17,0.0328125,3,86.66666666666667
SingleACOScheduler,18,0.0346875,10,92.35135135135135
SingleACOScheduler,19,0.043750000000000004,10,106.4390243902439
SingleACOScheduler,20,0.0375,10,75.48571428571428
SingleACOScheduler,21,0.03625,8,98.6590909090909
SingleACOScheduler,22,0.0303125,3,92.24137931034483
SingleACOScheduler,23,0.0353125,4,98.6590909090909
SingleACOScheduler,24,0.041562499999999995,7,99.07843137254902
SingleACOScheduler,25,0.03375,4,90.74418604651163
SingleACOScheduler,26,0.038125,1,98.2439024390244
SingleACOScheduler,27,0.042499999999999996,6,86.47916666666667
SingleACOScheduler,28,0.041875,5,104.97368421052632
SingleACOScheduler,29,0.042499999999999996,2,95.29545454545455
SingleACOScheduler,30,0.03625,16,103.55
