scheduler,run,CPU Utilization (%),Thermal Hotspots,Avg Isolation Time (ms)
CFSScheduler,1,0.28875,268,94.83846153846154
CFSScheduler,2,0.299375,292,95.36
CFSScheduler,3,0.2875,268,97.59883720930233
CFSScheduler,4,0.28562499999999996,226,94.61151079136691
CFSScheduler,5,0.31625,314,95.96216216216216
CFSScheduler,6,0.311875,294,93.67647058823529
CFSScheduler,7,0.2925,245,94.69127516778524
CFSScheduler,8,0.3,256,95.5364238410596
CFSScheduler,9,0.316875,302,92.26582278481013
CFSScheduler,10,0.30312500000000003,289,99.96491228070175
CFSScheduler,11,0.291875,254,97.31137724550898
CFSScheduler,12,0.311875,277,92.7625
CFSScheduler,13,0.296875,289,98.16867469879519
CFSScheduler,14,0.325625,325,102.69714285714285
CFSScheduler,15,0.29125,272,98.70588235294117
CFSScheduler,16,0.29,255,100.16071428571429
CFSScheduler,17,0.29,268,93.10344827586206
CFSScheduler,18,0.275625,225,99.84662576687117
CFSScheduler,19,0.310625,292,96.9090909090909
CFSScheduler,20,0.296875,297,93.14864864864865
CFSScheduler,21,0.33187500000000003,339,101.33734939759036
CFSScheduler,22,0.318125,316,99.93296089385476
CFSScheduler,23,0.29625,274,91.68987341772151
CFSScheduler,24,0.29125,297,95.49704142011835
CFSScheduler,25,0.29125,236,92.28148148148148
CFSScheduler,26,0.3025,275,104.11377245508982
CFSScheduler,27,0.3175,283,100.19161676646706
CFSScheduler,28,0.325625,301,101.97252747252747
CFSScheduler,29,0.30125,275,92.33540372670808
CFSScheduler,30,0.3225,328,98.43478260869566
PriorityScheduler,1,0.29125,275,102.52666666666667
PriorityScheduler,2,0.298125,270,98.16969696969697
PriorityScheduler,3,0.29875,243,92.92121212121212
PriorityScheduler,4,0.31437499999999996,294,94.42105263157895
PriorityScheduler,5,0.27625,225,102.01986754966887
PriorityScheduler,6,0.31875,320,100.21428571428571
PriorityScheduler,7,0.29375,260,88.18243243243244
PriorityScheduler,8,0.310625,298,96.01273885350318
PriorityScheduler,9,0.29125,251,96.82191780821918
PriorityScheduler,10,0.31,279,95.64
PriorityScheduler,11,0.30125,279,93.37142857142857
PriorityScheduler,12,0.29750000000000004,281,101.3719512195122
PriorityScheduler,13,0.309375,300,94.96511627906976
PriorityScheduler,14,0.28562499999999996,267,91.57692307692308
PriorityScheduler,15,0.298125,290,95.61437908496733
PriorityScheduler,16,0.319375,319,96.71604938271605
PriorityScheduler,17,0.31437499999999996,297,91.70068027210884
PriorityScheduler,18,0.299375,295,94.17469879518072
PriorityScheduler,19,0.29125,259,90.0
PriorityScheduler,20,0.306875,281,94.3859649122807
PriorityScheduler,21,0.3175,314,103.70952380952382
PriorityScheduler,22,0.305625,303,94.24550898203593
PriorityScheduler,23,0.30374999999999996,310,96.00694444444444
PriorityScheduler,24,0.28687500000000005,269,89.06617647058823
PriorityScheduler,25,0.305,301,97.88050314465409
PriorityScheduler,26,0.305625,296,94.58433734939759
PriorityScheduler,27,0.3,291,90.32142857142857
PriorityScheduler,28,0.30374999999999996,253,96.25
