scheduler,run,CPU Utilization (%),Thermal Hotspots,Avg Isolation Time (ms)
StigmergicSentinelsScheduler,11,0.0346875,2,90.64788732394366
StigmergicSentinelsScheduler,12,0.0403125,10,106.09782608695652
StigmergicSentinelsScheduler,13,0.03453125,11,105.14285714285714
StigmergicSentinelsScheduler,14,0.040156250000000004,25,96.04705882352941
StigmergicSentinelsScheduler,15,0.04328125,25,98.47916666666667
StigmergicSentinelsScheduler,16,0.0396875,10,91.4578313253012
StigmergicSentinelsScheduler,17,0.03359375,12,89.56756756756756
StigmergicSentinelsScheduler,18,0.037968749999999996,15,108.11842105263158
StigmergicSentinelsScheduler,19,0.0421875,28,104.35955056179775
StigmergicSentinelsScheduler,20,0.038593749999999996,9,95.43333333333334
StigmergicSentinelsScheduler,21,0.038906249999999996,26,99.31506849315069
StigmergicSentinelsScheduler,22,0.0396875,24,93.25490196078431
StigmergicSentinelsScheduler,23,0.04109375,6,88.65333333333334
StigmergicSentinelsScheduler,24,0.03609375,1,90.5625
StigmergicSentinelsScheduler,25,0.034999999999999996,30,84.9076923076923
StigmergicSentinelsScheduler,26,0.039218750000000004,12,105.56944444444444
StigmergicSentinelsScheduler,27,0.03734375,19,88.54794520547945
StigmergicSentinelsScheduler,28,0.03578125,16,99.20588235294117
StigmergicSentinelsScheduler,29,0.034999999999999996,8,97.82666666666667
StigmergicSentinelsScheduler,30,0.04,15,104.1195652173913
